problem_sha256,applied_params_hash,status,elapsed_ms,num_variables,num_bool,num_int,num_constraints,num_workers,num_conflicts,num_branches,deterministic_time
4c230e355482c3652bd60bf83cf4ad77382cdb0b9abe08c27007683545e8f071,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3021.82,3722,2581,1141,42727,8,2499,49481,6.34042
4d103dff0316dc6ba3d27838f49dd311510147101f6f497b97412b98eec9dae5,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,5044,2326,1531,795,28202,8,795,16032,4.34903
4d5a013b0cfc8432770fee3b3594f7a67323a3f280da178bb34e7332743f96a2,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,4414.12,2326,1531,795,26958,8,364,13035,3.54087
4dc032eadf8f2c84d493c917a5356a18eb9633a34763a134563923b85548d7ba,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,3844.03,2330,1531,799,27198,8,495,12992,2.81166
4e4bc1ad622d2addafb58df0886f20fabf9c872e18cba83057410255a6e2f356,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3107.88,3220,2288,932,36135,8,1375,31948,5.32494
4e6c3b06b6ba4421cdf19aa4425c5ba46ca6421a9b95557cbfcf7c23f95673c8,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,14327.9,8580,6402,2178,94141,8,11425,111123,46.945
4e8c7686d89bded81fddef4fc8ea2e0b4ad22cb6b922a354bdaa316218669561,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,305.266,1313,869,444,14481,8,111,3720,0.3288
505e49204f509b76db5e8fa0ecb2bc04befc0982ac388ed84d9f004e9d08a70a,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,5857.53,5114,3610,1504,58789,8,1724,50485,8.03885
5085cb22f613e8a3f67099037e603983140390c5fcb8244df5383b667978713f,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3216.8,3920,2783,1137,44096,8,1153,40430,6.91569
5128497ce49b3c14f96b33bfecec456cd44208259435d5457c8c779c7f382bcb,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1799.35,2726,1936,790,30292,8,699,15185,2.55558
5216fc2158f95b1730c1fd3689b0b5a0d9415f13f1dee52b6266266215e21ed9,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,9137.48,7837,5854,1983,85434,8,5533,109722,24.3041
5228181749e5d9e41dbf585a386a3b46df5239edc6c9e853f3c4bfba86708de8,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4951.53,5094,3604,1490,58639,8,2474,50561,8.24999
5248aba6397b3d34d16c24463aa8e1a7a3591f670a094a30becd777ecf915a9a,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,2600.23,2729,1936,793,30473,8,686,15497,2.07778
53f9fe6243b44776260bb4960e2aab00cd17c495f0d955d618c7a7ded01a48ab,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4129.05,5104,3610,1494,58096,8,1937,57423,8.30293
548bd4883b8031f78a5996556af64afcade4691492c8df8ed78f8df468cc652f,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,3091.2,3098,2149,949,33949,8,1072,27025,2.68433
55194630a32dfef1e51e9adc4cd97e19a58f98d99e9d0668428a70b57f0539e5,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4354.72,4053,2932,1121,44877,8,4442,51709,7.15852
55dbffbe3c3057d4a4cebcd6be12812ec51a731ee21cade11d5bdc09035f083b,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,5903.16,3158,2012,1146,39594,8,532,30142,6.48306
561e359c0dfd474aef398b08edbcaa429b63f38953cd73fb76d42e34595d7066,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,11165.7,5099,3604,1495,61857,8,3701,72784,13.4906
5651d412c1f0510a7ff1b43da9e22935ec2c616c7ad6d2f15b7d8cb00930480c,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,4481100.0,20867,16436,4431,246453,8,891686,3512483,7757.25
568cb19ecec5f12612462493e54e7af582f6b43606359e934281a90751fda3c7,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,969.978,1739,1149,590,19373,8,248,7114,0.652094
57b21c3f6c8f3ceb646f5ce6950949114d86bc1a225d6db5437e6f654821a6c6,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4231.64,5273,3652,1621,58497,8,2224,71568,7.95616
57b759f315f04cd49b38987b95a953459c7c29e4f53de8dd7a16f65c5057c92b,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3337.57,2711,1924,787,31874,8,801,17137,3.11203
58d58a76371ef7762bf96386ce5d2677d1bfc7d7df745d40f4a02bd30006662d,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,12685.6,5076,3230,1846,64588,8,2679,103365,14.722
597355ebc6ef3cf4559ca40bef67472ce681fc7773899b3e6d151cf06282e67c,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1079.47,2323,1530,793,26307,8,1269,28923,1.56722
5976726485c23db055e872eabd8a172c73609854b8c228b47ccf42422bf7c8b5,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,105.102,713,461,252,7361,8,557,4453,0.0895648
5978abbd9b38469692be7af1f78c5fd15d0736c6192c38ba083c6ca4778659a5,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3841.35,5094,3604,1490,58639,8,1311,55094,8.26568
5b643f5787956a7cc645eb43384ea0fa8631a71c3d429bc8da67e2d26fd720a1,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1158.32,1859,1264,595,20738,8,353,9988,0.909669
5b7f113c4c253c96360a1b1a8d0556ac77d08c5de1df11b21ae6c21fd7a5b10e,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,10133.3,5064,3230,1834,61076,8,4204,96355,23.0398
5b8c61f99d31fed9077ef475613e5be6648f55f2a47bcc92c0e5d0e3b41ecb94,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,19871.1,7843,5854,1989,85727,8,11530,108844,32.3834
5c113822cd66b2d552f8963bfb44ea77942c0912a9d61f00e742058e73472939,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6474.67,4812,3325,1487,56624,8,1458,52985,8.2366
5c6b8b896ddf71d458fd0af11ccecaa00e0217f98d21c0ac6fc53e49742d5003,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,7406.27,4358,2861,1497,54463,8,3399,58637,7.80385
5c7fbb637ba552db26f14b8bc9914ed528a7f81c6cf0d066f175b9c8709a9310,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,670.551,1670,1070,600,19247,8,264,9558,0.780983
5d27c27284a1efabd0e614c927db18ff7ba60ac4c6d120867ae49804606d33f6,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,4029.71,2350,1548,802,27265,8,422,16484,2.60462
5d3e7651fac0ff61e2af85a19b94e89acbc3264678e3d7ccf3b767afdd415a1a,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3438.95,3722,2581,1141,42739,8,1428,46037,7.29287
5e03f49283bdafdd3a0f637bf19dde9b77735fd8f4a0e8cd4e8af9e3bb006e4a,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6061.9,3158,2012,1146,37830,8,6561,61517,7.28667
5e7e1a665985eea7a66215f3b479b1c945f9562025c4281a9ba00f455c187e46,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,32885.9,5076,3230,1846,61648,8,9305,123328,32.1626
5f84583fd6d8cd9e732ba4f0c0922ce8935d1ef2820ebbd9fe01a87ec3121746,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6436.58,1979,1377,602,21981,8,436,9745,1.9513
5fd76f37541dc792dccaecc2dc74a06253b8fe3ab9cd70a8026fb24aa6fa4fef,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3508.55,3098,2149,949,35981,8,857,24069,3.39139
6048b517bbdeda0a3da0f391f05dfddeeab6a848e1c620d1e152821537c8d307,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4085.09,3722,2581,1141,42739,8,5788,70467,7.30942
612b13f52e47be29ba0bc3a2be5c4e042a513765e87fb0b8676d152f8a8409f5,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3910.15,4053,2932,1121,44889,8,1334,41508,6.01053
62835d0eb69fc765c6c7a3e9536c90861584976cf492d552c8207ee2c9893abc,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,11005.1,5081,3592,1489,61665,8,2742,65991,14.2197
62c6e2f566388ddc13097f1369c9ad4569c1b4f54f888066e8ab2bfe96d3a0b4,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4069.74,5273,3652,1621,58497,8,2224,71568,7.95576
638dcb77f7553a70d99b39378c3be82213f350c928231057239ca5680b6fd284,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,518.256,1316,869,447,14603,8,222,4388,0.312387
6396211e6842d6969cce80194013fff987eb3e308c435eccd942b5007dec4639,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3194.54,2733,1938,795,31882,8,601,16127,2.75747
63f1e1c6c7452e11af1db799f7a380dabc9c9b6edb7083f59d57c4952dfdb16d,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,2893.75,1863,1266,597,21835,8,382,10557,2.23047
643f0a85b4d3d3c13ef9cfbbbc20b1dc8f9d837a181ad2ebb84c6823e91829b5,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6785.44,3727,2581,1146,43015,8,1010,38777,6.0984
64e85d066f667ad5185c60b610746320099aafce4e68f71ded08c02a10c15ec2,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,5707370.0,20867,16436,4431,246453,8,1489558,5574793,10405.8
64f19a6620a3451dd37087293c226c20f9ba01beb928e880795025bc17642ade,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,1575.51,1739,1149,590,20421,8,260,7247,1.11017
664907ffb2bdbd0cb7b5fb4c3b2c5d9c700b96a8267691ee4330a5dd2f370ead,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,60117.3,10407,7751,2656,117505,8,29456,160280,136.939
66754667bf567d1f18152078c6781cbd453cccac416c9d06db5087e6a10c51f0,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3208.92,3100,2156,944,35023,8,839,29713,4.43972
674b484eb726690bc9d4878cb217bc6b22f30eac4f8d512be6e2713a303545dd,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3104.21,3220,2288,932,36135,8,5755,41690,6.06734
67bbbc9a42158b6dfe51a3f52021cdb80ae1535eeeca21150ce10283948d9710,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,112.046,713,461,252,7361,8,557,4453,0.0896132
67c6242c56a30b0610b4b4df8c9e802609c922c84515ddb24daa8a265ed05798,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1796.49,2713,1924,789,30412,8,624,12812,1.73543
67f5fac68782f2951e196e4ae8273a46728b821ae433617aaf6d3242d36d5657,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,737.151,1240,794,446,14600,8,0,0,0.216815
683f174a879de4bb230fe99336ee2df4ccb16d43051717a616a6bd5bfbdabfa5,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,6172.22,5073,3597,1476,57490,8,2870,62515,14.731
6875434ae774ccafedbb3e729b922aa0025634c80f76d4fb5549f4901c57e8a3,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,2019.3,1864,1266,598,20886,8,646,10998,1.23111
68df20b101dafbea7130c31d0faaf60971ddd458e7cfcd8f30bec787b4203df7,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,5416.5,4091,2956,1135,45445,8,4557,49531,6.7395
69355a5e8d4028c466ba29d38fe021eba053515808a48e2f4895a50a0941a160,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1065.54,1860,1264,596,20822,8,365,9195,0.956687
6ab3700646ed23d7b144c448e625ed94598db5806f3daf3cfe7a2a242cece1db,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,7410.33,4806,3325,1481,58766,8,1826,58107,7.78839
6c64b95d90a6caf1573da836e471273a2845a145a3ce07ccc4124cf7654bc226,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1883.75,2736,1938,798,30419,8,782,13357,2.07542
6c7a1a5ce29490757a4fd01319c3af2f090f1488a9bd158edeb09a45ef95d8e0,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6126.11,3226,2288,938,36510,8,1106,29478,6.1997
6e1f2b89cfa03bff27e2308fb05c8a9e68e05dad0397cf805d949b6cf09e3064,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,324.559,1313,869,444,14485,8,373,4195,0.359571
6e2d9a811b1dbbdf1d92a811e3fb65e4ec1a840585342b877f45d7842ec8f114,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1411.02,2730,1938,792,30064,8,619,15735,2.30004
6ecbb5bc3a035ad7b51348fac58112aa35296e0e6ae9405119a1296fb9384045,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,5580.53,5075,3592,1483,58433,8,3493,67375,15.4415
6f3adead4b151af69acd980b16f5bd8e2ed0f0ae28c615f1c210a8e853827df5,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,6042,4046,2924,1122,47161,8,1848,42404,6.50539
6f71d8acff2f8d22f7622dd943331d53409bc982b8d281f34259c40b915c9730,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,3936.7,2330,1531,799,27198,8,483,13168,3.35132
70b8dcc665126c1a6341f0c4e577dbcaefdab47475e576a7d72888677072a109,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3846.75,3098,2149,949,35981,8,1124,35050,3.48767
7134b69950a5e555fc3439bf93781e0a9a7d79f30137214b96cf3956fb2324e6,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3668.23,3150,2012,1138,37492,8,2201,73048,6.85616
71b18e5d4bd0b04f2c9fed4d07a1cb5c359ffd3fd7034036cedb8b182b135075,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1074.74,2323,1530,793,26295,8,341,14652,1.45079
7228b93c395db27bb2e8fc8976b27e1025c87d6f7c6463ca60078bae327b213e,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,4758.69,2781,1832,949,33969,8,1937,30801,4.63674
728ea222fda0214f17e45d17dd9e9974b21d6bde8c9e88a6ac25d25a46de74cf,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,12843.4,5354,3525,1829,63705,8,9041,126376,31.9076
72f2ec3d785c0a14f4295abb781aa2a7f7b023e0c82639e8bda7e1b6fb1e5bbe,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,5357.91,5104,3610,1494,58108,8,1981,54661,8.33971
733d7abf574a3c54ca8522ba92c9d0de317b2ca06e621e45dec6c2673a3bd083,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1401.03,1674,1070,604,19452,8,283,8914,1.00189
734ea7701ae361fbdb717ea3a6e7793574906a8fc6ef1353f0754dc99f858cd3,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,2078.5,3100,2149,951,34071,8,567,13553,1.50231
744c046e89479d1befb90b75f08b4a15b2b687a779750b598a1e3f7572ddf98e,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3569.97,4087,2956,1131,45114,8,4115,60998,6.88747
757c9e1a076dc69239f063376288a84a499a2aabb892ed69d39fd637a7f0bd5d,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,9298.88,5109,3610,1499,58438,8,1320,43497,8.21765
75ef625090c4c170b36923586cc4ba39c91471211bc12b328b231f06239be71c,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,3310.99,3375,2442,933,37535,8,1284,21599,3.05343
76cda9dfd7936f002acb90d01c9ad5dd792fd17e5ccd3ca0f49a2fcc9f510244,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3072.18,2193,1403,790,25682,8,299,14001,5.90394
78ef90514e8df4b0ad1b8b639c5cba31dc1d71011570850c043b79da490b6f35,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,5812.56,5087,3592,1495,59195,8,2816,52241,8.45404
78efbf308c9f28e54d3cad8847352b9a8b3abd79a7017e40247b96b73692c5a3,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,12361.7,4820,3334,1486,56476,8,8813,120664,14.9513
7935760e9618796c7f423ed3035ff53456b7cda07a348ee8060af5cd0aeb85f4,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,14663.3,7843,5854,1989,85855,8,6845,87740,24.6145
79b2a8894050b4767afa5d2ef42656d32485579057f443bc7e5d85c4597ef3d9,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3276.46,3100,2156,944,35023,8,709,29850,5.10741
7a78d4951c1a8b67cebf1dd62ec358ef792f9fd6000319b75cda30b8a24775e6,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3195.98,2569,1783,786,30546,8,542,18144,3.25983
7a95410b6970cc899b5df0fc6c9c83cdd9b96f7cf8d34d6dd8c6220dd5457be4,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1216.52,2726,1936,790,30288,8,808,15391,2.11419
7b4c2358a5ad5bc41a3c0dcd67791b76b50cf252d8ee23e3290bf043f327ffb2,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3598.47,3488,2362,1126,40569,8,1142,39320,7.16565
7b4e94bce09b292527422552f4ddada7ccd62e28804f75b9bc88c4d64fad00db,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,2388.08,2729,1936,793,30477,8,623,15347,2.11807
7b9053fb13e462eae04cb54e9e64f7929247a3ece739347a45fdc8deacd46646,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,2916.72,1859,1264,595,21771,8,399,10761,2.09439
7bd5e487a816e310cf226295707e1f41f4b697bc67bddaaa8c309ea93e77a727,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,154.832,715,461,254,7431,8,31,985,0.0753838
7c9525e45522c75edc617d4accd3fa5b23a03cff1bc3a39523f13637cacf91d8,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,506.153,1737,1149,588,19236,8,243,5443,0.611709
7d5ef007c15860b85ba57ea7a09ccb08ac2d31f296bc47936d625e7af0883661,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,7474.2,5298,3673,1625,59077,8,9257,85199,24.3461
7e5aa4016ad68c0efd86e36186d0de0f5d8c69fc9d27fdd2b3976e26905325de,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1482010.0,20844,16436,4408,233557,8,548234,2019729,3843.75
7e6b650d4435c812acac4ca343afb0734e8d22f3d1b64370345d98ece33807a5,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,1183.34,1977,1377,600,21823,8,399,9558,0.909728
7f37b05dbeb0f5013414a3c61b10aeb8dff6b9ab4ad520a8a9205964a26d102c,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3097.71,3235,2300,935,36199,8,1276,30370,4.11745
8073c7c85295abafcc3ca9dde8e50e775e59175274e1b7d3eec04570581b4469,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1649.08,2565,1783,782,28926,8,709,19482,2.86391
80ac2372ce125d2b203a9d3c0111ef887a2ba0ab73248e5fd7d258f67025dfda,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6437.82,4592,3316,1276,52067,8,2738,52199,8.05118
80f73e52da8a244ea0be2c39d85c197bc238b5af594944e77ba4baff43bee2ed,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6225.3,4117,2621,1496,49835,8,2111,75272,7.63856
821f15ac4478cffdd0f615fe71e0eeb1c47b989f91a47f0e9e8760f5518f4868,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,1855.33,2775,1832,943,32281,8,557,24512,3.10161
82c981cebdc67d969363e30496d5e1278592f85aca9bffae6fb8135aade2369c,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,4100.31,4049,2930,1119,45237,8,2629,43878,6.32821
82edf01d7c20302d494f05b2f335473d3535b086de4f8bb170f707cbdc06a7f5,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,9249.91,5277,3652,1625,58663,8,1749,67067,8.18564
832bd4924ac7dec74dd3b8e9a14a0e380cac3ca9c041a6c9d765d6dba454895f,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,104633,10404,7751,2653,117200,8,38734,248491,176.807
834873ba45a488c7f8b1d6ad0d1d689ce41cb19ae9186807eabc801920b926a5,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3081.59,1850,1257,593,21650,8,794,13010,2.23403
84327bfe5801100327e40bc478403a949d8947fd6a15ddcc2bcb0f06ce32eea6,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,5728.96,3224,2288,936,36358,8,927,30205,5.90036
855c207bbe508dd6bc5c8e557648607de72dbe98e732548d00a14f1692fa30e9,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3036.42,2733,1938,795,31882,8,777,15687,3.01651
859f76e784d7572cac7dbbf5a6b8358da4120fd0da76af247da8bdbe91f209ba,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,795.193,1739,1149,590,19405,8,255,5415,0.635959
867ec278968f0337e74a78c449201e06acb674774dde6d598377e9a123d1d6cf,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6078.24,4825,3334,1491,56887,8,1766,61829,8.15386
86c2f0304e765fa13c3e8d0c970082ec0f321665e56f4caeb7505d1a652b1958,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,24569.5,11114,8496,2618,124184,8,5451,107151,32.4269
86c635d438e9048aeb8352c427f1b36966fa53086f50512d36c0f265d893155e,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6348.77,3524,2381,1143,41227,8,6997,74326,7.5385
87106998551ed8b22ec13067c8b3a05d47ccb12637e779a1040a9def4e9765b6,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,2555.9,3098,2149,949,33949,8,833,22856,2.43486
87a7d382f1e5cd88801c156daf84fd0739c090390db57bd7622d86f7775dbb48,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6350.34,3727,2581,1146,43015,8,1791,41316,6.90988
89264583d12fec785e020bbb3d0c29872c17db7a2aea98f0c936e42d568a8eb9,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,5541.49,3224,2288,936,36358,8,1466,31284,5.09327
8a25ce239e8b745b34e8418960573b61c84d9f9af96681e7f5b54725b86b6bfe,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,5309.81,5075,3592,1483,58445,8,2382,66426,14.7412
8a3a0575a6af4727c9e27c2e63a5da1f147282a3478b1278fd9bc8069e8110b1,fadf9341e734c7807e8d86051974b880b382afc02505113658a5a3965eda0f3c,OPTIMAL,6624.34,4054,2930,1124,45468,8,1748,41177,5.8758
8b1db26428e486f04d080ee1a5589c05a5a1251c112b8d2af9dfb6d55ae0dcf4,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,4787.76,3224,2288,936,38028,8,2472,37155,4.98498
8b264feb93eae5932741a7f9e9db294c22ea3cb66c4957c56c11a257c0e84e2b,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3475.49,3220,2288,932,36135,8,1375,31948,5.32517
8b439dc017e4e505dd41661ef4684654990664c10d073efcb6cbd7f77d2e1f75,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,3044.89,2729,1936,793,32079,8,901,16035,3.18278
8bf3c36029cc57273c55537c51f36e4d506c54f004db71af04c2f3833513a6ea,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,3910.28,5094,3604,1490,58627,8,1354,54858,8.30722
8d6e8152f2a7acab40571eb94f4ab02bf8dcd2f246844a3366ade55f64647001,5df8f0e757df0723112604075d205601310374d953777709be4c1ef611f244bd,OPTIMAL,4449.32,3104,2156,948,36382,8,1352,35025,4.71866
8e4e16238b7a5266c68e8a99bb41c18f3f2b3864ab9b439c946c2d99eeee0364,56ab92f31c63b342e524772e52db2f544c639d6e4bcc0ce661f062ed31738024,OPTIMAL,7342.41,5064,3230,1834,61088,8,4363,91953,15.6115
